Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
James Ennis,37:50,6,9,.667,1,1,1.000,0,0,,1,3,4,3,4,0,0,4,13,0
Chasson Randle,35:14,5,16,.313,3,7,.429,2,2,1.000,1,5,6,2,3,0,2,3,15,-10
Chuma Okeke,33:55,3,9,.333,0,2,.000,2,2,1.000,3,7,10,4,1,2,0,1,8,-10
Dwayne Bacon,32:40,5,13,.385,0,2,.000,4,5,.800,0,2,2,2,2,0,0,1,14,+7
Khem Birch,5:03,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-3
Terrence Ross,34:17,8,21,.381,1,5,.200,2,3,.667,0,2,2,5,2,1,3,2,19,+10
Wendell Carter,30:59,8,13,.615,0,1,.000,5,5,1.000,4,8,12,2,0,1,2,3,21,+12
Otto Porter,20:34,2,8,.250,0,4,.000,2,2,1.000,0,3,3,0,3,0,0,0,6,+10
R.J. Hampton,17:30,3,6,.500,0,1,.000,2,2,1.000,0,4,4,1,1,0,1,1,8,+13
Mohamed Bamba,16:58,5,9,.556,0,2,.000,1,2,.500,3,2,5,1,1,1,2,4,11,-4
