Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Khris Middleton,35:55,8,18,.444,1,3,.333,0,0,,1,5,6,8,1,0,2,4,17,+16
Giannis Antetokounmpo,35:30,8,13,.615,1,1,1.000,8,10,.800,2,8,10,4,0,3,9,2,25,+11
Jrue Holiday,34:12,11,16,.688,3,5,.600,3,4,.750,0,8,8,6,4,1,4,1,28,+21
Donte DiVincenzo,31:14,4,8,.500,3,6,.500,2,2,1.000,2,3,5,2,3,0,2,3,13,+7
Brook Lopez,31:00,2,3,.667,0,1,.000,0,0,,1,4,5,3,0,4,0,2,4,+15
Pat Connaughton,27:20,2,5,.400,1,3,.333,0,0,,0,5,5,0,0,0,1,1,5,+5
Bryn Forbes,20:28,3,7,.429,3,5,.600,0,0,,0,1,1,0,2,0,0,0,9,+6
Thanasis Antetokounmpo,12:28,3,6,.500,1,1,1.000,1,2,.500,0,1,1,0,2,0,2,2,8,-4
Mamadi Diakite,6:43,1,2,.500,1,1,1.000,0,0,,1,0,1,0,0,0,1,2,3,-1
Jordan Nwora,2:18,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,0,0,0,-3
Axel Toupane,1:26,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
Sam Merrill,1:26,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
