Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Blake Griffin,35:00,.493,.462,.385,.385,0.0,19.6,10.4,7.5,0.0,0.0,11.6,21.7,90,114,-8.8
Mason Plumlee,32:12,.875,.875,.000,.000,3.5,21.3,13.0,25.9,0.0,0.0,0.0,11.0,183,114,6.8
Jerami Grant,31:25,.409,.409,.455,.000,0.0,3.1,1.7,11.8,1.6,3.3,0.0,15.5,92,115,-3.5
Killian Hayes,21:12,.583,.583,.333,.000,0.0,4.6,2.5,17.8,0.0,0.0,40.0,20.9,74,119,-12.8
Delon Wright,19:09,.500,.500,.600,.000,0.0,10.2,5.4,25.1,2.5,0.0,16.7,13.9,102,112,-0.5
Josh Jackson,28:51,.679,.679,.500,.000,0.0,20.4,10.9,10.5,1.7,0.0,12.5,24.5,111,110,1.3
Derrick Rose,26:48,.540,.577,.231,.154,0.0,3.7,1.9,33.1,3.6,3.8,6.7,24.6,110,109,5.6
Sviatoslav Mykhailiuk,16:35,.188,.188,1.000,.000,0.0,11.8,6.3,6.9,0.0,0.0,0.0,21.3,47,117,-17.6
Jahlil Okafor,15:18,.571,.571,.000,.000,29.2,19.2,23.9,9.7,0.0,0.0,22.2,26.0,104,114,-8.8
Sekou Doumbouya,13:30,.355,.375,.250,.125,16.5,50.8,34.8,10.4,0.0,0.0,0.0,27.7,88,104,-6.5
