Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Cedi Osman,36:29,8,19,.421,2,10,.200,4,4,1.000,0,5,5,7,1,0,4,2,22,-12
Collin Sexton,36:25,9,18,.500,0,2,.000,9,11,.818,2,2,4,4,0,0,2,3,27,-13
Isaac Okoro,35:50,6,11,.545,2,4,.500,1,2,.500,1,4,5,1,0,0,0,4,15,-11
Jarrett Allen,30:48,1,5,.200,0,0,,3,4,.750,4,8,12,1,2,0,3,0,5,-9
Dean Wade,30:28,3,9,.333,1,6,.167,2,3,.667,0,4,4,1,0,0,1,0,9,-18
Brodric Thomas,24:24,2,3,.667,1,2,.500,0,0,,2,2,4,0,1,0,1,4,5,-8
Damyean Dotson,17:41,0,6,.000,0,5,.000,0,0,,0,3,3,0,0,0,1,0,0,-13
Isaiah Hartenstein,12:35,1,5,.200,0,0,,0,0,,1,1,2,2,1,0,2,3,2,-8
Jeremiah Martin,7:23,1,3,.333,0,0,,1,2,.500,0,1,1,0,1,0,0,0,3,-4
Anderson Varejão,4:37,0,2,.000,0,0,,0,0,,0,1,1,1,0,0,0,2,0,-3
Mfiondu Kabengele,3:20,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,0,0,2,-1
