Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
UTA,240,.669,.659,.466,.159,21.2,83.6,60.2,49.0,5.1,2.9,12.9,100.0,128.5,95.9
SAS,240,.466,.440,.250,.217,16.4,78.8,39.8,59.5,7.1,10.6,6.5,100.0,95.9,128.5
