Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Paul George,34:45,8,16,.500,2,7,.286,4,5,.800,0,9,9,4,0,1,2,3,22,+6
Kawhi Leonard,33:28,3,6,.500,1,2,.500,6,6,1.000,0,3,3,5,0,0,3,0,13,+20
Marcus Morris,33:21,8,11,.727,4,5,.800,2,2,1.000,0,6,6,2,1,0,2,3,22,+14
Reggie Jackson,33:08,7,17,.412,4,9,.444,0,0,,1,4,5,5,1,0,0,0,18,+6
Ivica Zubac,30:28,4,6,.667,0,0,,0,0,,2,6,8,3,0,2,2,4,8,+21
Nicolas Batum,19:50,3,6,.500,1,4,.250,0,0,,0,1,1,0,1,1,0,0,7,-12
Rajon Rondo,19:32,0,4,.000,0,3,.000,0,0,,0,3,3,5,3,0,6,0,0,-12
Patrick Beverley,14:52,3,5,.600,2,3,.667,0,0,,0,1,1,3,1,0,1,3,8,-1
DeMarcus Cousins,14:28,3,4,.750,1,1,1.000,0,0,,1,5,6,1,0,1,2,1,7,-11
Terance Mann,6:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-6
